,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_year
4011,"('下手', 12.089222835819214)","('入口', 9.21306719947931)","('デザイン', 10.570301931670139)","('生存', 9.802152623120028)","('閣僚会議', 11.53036089360967)","('発出', 10.242078735431763)","('ポジション', 8.00140053051367)","('社会生活', 8.092279476151544)","('従前', 7.440807114690895)","('秘密', 9.20072974486578)","('秘書官', 7.468759626461191)","('サーバー', 10.017899414005354)","('総務', 11.89775231928634)","('インド洋', 10.548436110748465)","('外交交渉', 10.28310857237159)","('小児科', 9.656757331970915)","('融合', 11.14348836503838)","('植林', 9.96775827426091)","('心理', 9.053735399508227)","('限定的', 9.095066978216932)","('積立て', 5.389991319922429)","('肝炎', 205.74731026557322)"
4012,"('少年', 12.086421591594068)","('男子', 9.205416311813462)","('付加価値', 10.557069578628722)","('風潮', 9.799537708831988)","('医師会', 11.529177466251653)","('なんとか', 10.238822445806884)","('国立病院機構', 7.999591452277237)","('インデックス', 8.08990449496074)","('技術者', 7.439485522629136)","('復興期間', 9.200267276538565)","('委嘱', 7.464349722282031)","('消費者問題', 10.010712195451454)","('戦力', 11.897697111467785)","('公園', 10.543639307326835)","('勘定', 10.282579862277466)","('法的根拠', 9.656235221457552)","('土俵', 11.140193387077648)","('請求権', 9.964743820246614)","('白紙', 9.05177136644367)","('札幌市', 9.090454742899746)","('財務金融委員会', 5.38979066625385)","('クラスター', 205.68894408781276)"
4013,"('逸脱', 12.080209411708937)","('受入れ', 9.202925915602178)","('市場原理', 10.555169808401061)","('判こ', 9.798945270034915)","('精神的', 11.529087221779942)","('両院協議会', 10.237325295831626)","('増進', 7.998383975033118)","('法科大学院', 8.085802356893605)","('中長期的', 7.437842799041536)","('お祈り', 9.198756241005608)","('規格', 7.463929538294472)","('ヘリ', 9.997838866895707)","('衛星', 11.89599322792458)","('就学', 10.54361506571793)","('愛知', 10.269113460687654)","('ばか', 9.650532651062548)","('コミット', 11.138639534461351)","('日常生活', 9.963689585906584)","('枝野', 9.050141825520047)","('正規雇用', 9.087803249184017)","('落下', 5.38855297076438)","('後援会', 205.66047206367298)"
4014,"('横行', 12.076601607189453)","('文化庁', 9.202015503010674)","('適格', 10.548370849977536)","('情報システム', 9.789563126700719)","('従前', 11.5227061698417)","('十代', 10.227268964458405)","('要旨', 7.991880567757652)","('負債', 8.084839407817563)","('七つ', 7.432932640312463)","('教育基本法', 9.192840276268207)","('堆肥', 7.4631250465973045)","('トップランナー', 9.996943733254666)","('哲学', 11.895242096357391)","('刑法', 10.542897951049715)","('安倍さん', 10.260812559493727)","('有益', 9.650119695686605)","('沖縄振興', 11.138106605832675)","('一丸', 9.958439975316832)","('私的', 9.03862162291238)","('一丸', 9.085941380599253)","('高知県', 5.3880934546601145)","('チャレンジ', 205.60852649055042)"
4015,"('具合', 12.072929621409118)","('国防長官', 9.197527497677775)","('新潟中越地震', 10.545746778115275)","('細やか', 9.789495088235343)","('社説', 11.512970076465347)","('空間', 10.223931683816064)","('毅然', 7.989389599129224)","('児童虐待', 8.083057748220245)","('一元', 7.430963006427396)","('気の毒', 9.189159300643844)","('クーリングオフ', 7.461036022272115)","('労働力', 9.996346059413503)","('移民', 11.89466794854868)","('加盟国', 10.530927723425284)","('タイトル', 10.260352225995055)","('死亡事故', 9.64685096197709)","('一円', 11.132506436302304)","('漁獲', 9.953365555630736)","('マスタープラン', 9.03244192666964)","('割引', 9.08470907185898)","('商工会議所', 5.38426541446521)","('失業率', 205.57203270390437)"
4016,"('犯罪者', 12.068163627844212)","('二時', 9.195984135054942)","('国立病院', 10.545210929568865)","('リード', 9.78935018502111)","('悲鳴', 11.511881261769972)","('二国間', 10.221558228999603)","('お世話', 7.989211735114468)","('社会的責任', 8.080175145282933)","('働き', 7.428685509206446)","('地域独占', 9.185677462764748)","('租特', 7.461031082857673)","('大々的', 9.990369318283419)","('両面', 11.894368561151168)","('キャンプ', 10.529606846068589)","('刑事訴訟法', 10.257473301095432)","('液状化', 9.641716966141217)","('fms', 11.131543639273563)","('停滞', 9.952683345917086)","('勢い', 9.027735506579761)","('マイナンバー制度', 9.08431466905013)","('債券', 5.383958630776667)","('自己責任', 205.47138165254583)"
4017,"('居住者', 12.068101447933556)","('恐怖', 9.195281436867022)","('係争', 10.541703220265934)","('キーワード', 9.788471267074021)","('営農', 11.509634968674476)","('修理', 10.220961018966584)","('平均賃金', 7.986608526090255)","('クレジット', 8.079760408471785)","('集中的', 7.427036806665585)","('梅雨', 9.182116659849052)","('顕著', 7.457380687173825)","('岩盤', 9.98362244457403)","('三月三十一日', 11.893297247614376)","('取扱', 10.52877247323446)","('工業', 10.249906007073283)","('廃棄物処理', 9.640908544569363)","('記念', 11.130696818070806)","('改訂', 9.949299409795918)","('建て替え', 9.027377365743176)","('自治事務', 9.083793516487274)","('難病', 5.382349305246555)","('悲鳴', 205.41863641247343)"
4018,"('実体経済', 12.05972585204103)","('テロ組織', 9.188957827460115)","('主婦', 10.538273592711475)","('いじめ', 9.787764936114502)","('独禁法', 11.507668769561926)","('ミドリ十字', 10.216287349634865)","('民事', 7.98191470364207)","('派遣社員', 8.069689726673644)","('起因', 7.42656665116112)","('上司', 9.177750180533229)","('双葉郡', 7.456864716083542)","('戸籍法', 9.982121335010582)","('御冥福をお祈り', 11.892106899952765)","('検事', 10.517501235435718)","('線路', 10.241450035642169)","('一丸', 9.638988860661195)","('アクション', 11.123424121043197)","('エネルギー基本計画', 9.94746217293531)","('本格的', 9.012430080605203)","('破棄', 9.083356213327837)","('一覧', 5.3820036725239335)","('福祉施設', 205.41651074646063)"
4019,"('中長期的', 12.058785317868681)","('標的', 9.18434937855013)","('四日', 10.533070708834128)","('近隣諸国', 9.787021063227046)","('人間関係', 11.503890574452154)","('薬事法', 10.216232207870803)","('地点', 7.980364666037218)","('日本の財政', 8.067177048118143)","('川南町', 7.425980316290913)","('来日', 9.165572460982112)","('空白', 7.456613028181618)","('マネー', 9.978761990051023)","('シナリオ', 11.890863124347025)","('外相', 10.516937394643602)","('四つ目', 10.240552065641698)","('動機', 9.635767652274978)","('白書', 11.120513604285625)","('全体的', 9.941712044016423)","('ステップ', 9.00969390397774)","('起因', 9.08200516881352)","('教科書', 5.380512393313353)","('焼却', 205.35263232056073)"
4020,"('代表質問', 12.056248783669838)","('核心', 9.181921828826928)","('運搬', 10.529306429699202)","('張り', 9.786680927534812)","('良識', 11.487625840048917)","('嘱託', 10.21544313234779)","('破棄', 7.976096930213499)","('キャリア', 8.061704581546094)","('届出', 7.425848599372887)","('匹敵', 9.160164232637886)","('おつくり', 7.450002636192099)","('度合い', 9.977167726487714)","('漁協', 11.884292274721837)","('搭載', 10.514763638504899)","('飛躍', 10.239021835845914)","('優位', 9.632893055670356)","('他人', 11.11902077467975)","('沿線', 9.938268111154166)","('無責任', 9.00891548471779)","('真相究明', 9.07167559394304)","('政府の責任', 5.380435205923645)","('同席', 205.20581475661044)"
4021,"('配当', 12.048043982901355)","('制圧', 9.18173542934288)","('匿名', 10.526110780317754)","('福利厚生', 9.779155506770786)","('流行', 11.48692469231017)","('後援会', 10.21193513931303)","('傷害', 7.975964455016198)","('却下', 8.061490047016505)","('グローバル', 7.425589745442744)","('船長', 9.159980171247486)","('adr', 7.4434505159974655)","('共生社会', 9.976817370387506)","('環境問題', 11.88299624800633)","('シンプル', 10.503863487172156)","('npo法人', 10.237829098755629)","('対面', 9.62791553060814)","('法制審議会', 11.105437325421297)","('工程', 9.937820111345513)","('調べ', 9.003485247131424)","('在留', 9.071473716766983)","('停電', 5.380133956009006)","('搬送', 205.12601193958972)"
4022,"('量的', 12.045842241132721)","('一般職', 9.181505800396586)","('分科', 10.523672555108448)","('セクター', 9.779006728854041)","('国民主権', 11.48258021595283)","('改編', 10.208043969066678)","('手順', 7.970740351038907)","('トンネル', 8.061486044302548)","('道教委', 7.4240990374496825)","('明白', 9.159250970688586)","('静か', 7.441287371055765)","('上手', 9.971468428365124)","('共通認識', 11.87690139162059)","('プロジェクトチーム', 10.50195717209338)","('平和安全法制', 10.233546877833504)","('森友', 9.627501840470241)","('肝心', 11.10253448284624)","('進学率', 9.937103665481793)","('再処理工場', 9.001125017981256)","('税制改正', 9.070365098940691)","('時間的', 5.379527880256388)","('洪水', 205.07341625282794)"
4023,"('行方不明者', 12.045313700275292)","('発効', 9.177949997441793)","('無駄遣い', 10.523292053064432)","('行政府', 9.77896798017926)","('音楽', 11.469954004123068)","('立入', 10.20629982717652)","('ラオス', 7.970439527942833)","('負荷', 8.058300415824844)","('プレゼンス', 7.423858478936635)","('暫定税率', 9.158087644907532)","('有明海', 7.439838878928587)","('接待', 9.963718344590346)","('公衆', 11.873687986164903)","('船主', 10.49752709256336)","('欠陥', 10.230678217649533)","('親族', 9.625101492814872)","('三月二十三日', 11.101387268215035)","('陸上', 9.935801976444374)","('尊厳', 9.00060461197031)","('ブロック', 9.066562969859412)","('国会法', 5.374978176658869)","('管理職', 204.97836951934113)"
4024,"('どうしたらいいの', 12.04277819998598)","('補強', 9.177858166535756)","('解説', 10.522530752179074)","('基幹', 9.776633054205128)","('附帯', 11.469805860420752)","('濫用', 10.20586102796455)","('操業', 7.969108715801502)","('クラスター爆弾', 8.05829158909733)","('店舗', 7.423733350499073)","('私的整理', 9.147575828395292)","('風呂', 7.437052004297394)","('地デジ', 9.962649951562824)","('デジタル', 11.87231343666446)","('管理者', 10.491875344185177)","('パフォーマンス', 10.2289499143151)","('尾行', 9.62121538883725)","('十九', 11.100601522413514)","('不便', 9.931283312468514)","('歴代', 8.998531986382183)","('楽観', 9.06447872268042)","('踏襲', 5.373880999893424)","('ギャンブル依存症', 204.94122565298417)"
4025,"('はがき', 12.036086944643865)","('賛成多数', 9.177254223249868)","('セーフガード', 10.519286152814164)","('移送', 9.775831980160888)","('滞在', 11.46890406385668)","('シフト', 10.20581175293659)","('労働力', 7.969040072312792)","('国保', 8.057361885387639)","('しょうが', 7.422077892391222)","('波及', 9.14386693998096)","('政令市', 7.434645686860857)","('土砂', 9.96008360657237)","('拡張', 11.871840219589965)","('産業医', 10.491725534861429)","('買い物', 10.226499036539872)","('土台', 9.617847992012729)","('信憑性', 11.099285856348764)","('税関', 9.929388260639536)","('特区', 8.985518627413681)","('医療計画', 9.062700416865058)","('消費者保護', 5.373114111057708)","('有用', 204.93380062280744)"
4026,"('マネジメント', 12.035740952589)","('薬事法', 9.172612937809467)","('公園', 10.51566569687247)","('ビラ', 9.773938910933474)","('塩崎', 11.468003017683236)","('常識的', 10.205053881028272)","('弁護士会', 7.968369040404896)","('軍事的', 8.053643803664515)","('動議', 7.41733625633225)","('緊急避難', 9.14318448776529)","('透明', 7.431471071359812)","('重み', 9.958676631532414)","('耕作', 11.870231908919978)","('相続', 10.49077621790265)","('中東', 10.221135307696905)","('グレーゾーン', 9.615651011117098)","('長崎', 11.097630724950342)","('mfo', 9.926275833591523)","('たて', 8.982216940557574)","('途上', 9.062009356839924)","('化石エネルギー', 5.372821485633564)","('公共工事', 204.66931962243643)"
4027,"('観測', 12.025174043633672)","('オプション', 9.165840550639839)","('吟味', 10.50980283731636)","('七つ', 9.753508754261283)","('緩やか', 11.467465519640431)","('テーブル', 10.198278172099613)","('首都', 7.966573328511705)","('身柄', 8.052684403441715)","('薬価', 7.413239246035443)","('乱暴', 9.139984928265617)","('菅内閣', 7.43140698534451)","('労政審', 9.953222354673743)","('ワンストップ', 11.870002156627384)","('反発', 10.487935999231711)","('人命', 10.21473542515092)","('園児', 9.614173026857003)","('打撃', 11.093023057972818)","('金品', 9.913207423052134)","('三百人', 8.981682329143219)","('北極', 9.061132290718914)","('崩落', 5.369469830211122)","('一覧', 204.64465266505613)"
4028,"('ホーム', 12.019287970313613)","('国会答弁', 9.16396492023102)","('貸し', 10.504924875330431)","('男女共同参画', 9.750544615912197)","('十四条', 11.466758207416497)","('査察', 10.19602269481924)","('決定的', 7.960999788760178)","('食事', 8.050881026295993)","('生活費', 7.410843871719246)","('高台移転', 9.128101136363366)","('大蔵省', 7.431305612286656)","('妨げ', 9.951791404169397)","('社労士', 11.869424633020321)","('診療所', 10.48692616543705)","('cop21', 10.2134505647532)","('シンプル', 9.610191911564044)","('軍属', 11.090388756152906)","('物資', 9.91303191787349)","('国土交通', 8.978930067586921)","('主食', 9.060054174771697)","('二十一世紀', 5.367090087160439)","('組織的', 204.6168484332846)"
